id,b,c,v,t
3007021,3,7,21,"`And when a person cometh against any thing unclean, of the uncleanness of man, or of the uncleanness of beasts, or of any unclean teeming creature, and hath eaten of the flesh of the sacrifice of the peace-offerings which `are' Jehovah's, even that person hath been cut off from his people.'"
3007022,3,7,22,"And Jehovah speaketh unto Moses, saying,"
3007023,3,7,23,"`Speak unto the sons of Israel, saying, Any fat of ox and sheep and goat ye do not eat;"
3007024,3,7,24,"and the fat of a carcase, and the fat of a torn thing is prepared for any work, but ye do certainly not eat it;"
3007025,3,7,25,"for whoever eateth the fat of the beast, of which `one' bringeth near a fire-offering to Jehovah, even the person who eateth hath been cut off from his people."
3007026,3,7,26,"`And any blood ye do not eat in all your dwellings, of fowl, or of beast;"
3007027,3,7,27,"any person who eateth any blood, even that person hath been cut off from his people.'"
3007028,3,7,28,"And Jehovah speaketh unto Moses, saying,"
3007029,3,7,29,"`Speak unto the sons of Israel, saying, He who is bringing near the sacrifice of his peace-offerings to Jehovah doth bring in his offering to Jehovah from the sacrifice of his peace-offerings;"
3007030,3,7,30,"his own hands do bring in the fire-offerings of Jehovah, the fat beside the breast, it he doth bring in with the breast, to wave it -- a wave-offering before Jehovah."
3007031,3,7,31,"`And the priest hath made perfume with the fat on the altar, and the breast hath been Aaron's and his sons;"
3007032,3,7,32,and the right leg ye do make a heave-offering to the priest of the sacrifices of your peace-offerings;
3007033,3,7,33,"he of the sons of Aaron who is bringing near the blood of the peace-offerings, and the fat, his is the right leg for a portion."
3007034,3,7,34,"`For the breast of the wave-offering, and the leg of the heave-offering, I have taken from the sons of Israel, from the sacrifices of their peace-offerings, and I give them to Aaron the priest, and to his sons, by a statute age-during, from the sons of Israel.'"
3007035,3,7,35,"This `is' the anointing of Aaron, and the anointing of his sons out of the fire-offerings of Jehovah, in the day he hath brought them near to act as priest to Jehovah,"
3007036,3,7,36,"which Jehovah hath commanded to give to them in the day of His anointing them, from the sons of Israel -- a statute age-during to their generations."
3007037,3,7,37,"This `is' the law for burnt-offering, for present, and for sin-offering, and for guilt-offering, and for consecrations, and for a sacrifice of the peace-offerings,"
3007038,3,7,38,"which Jehovah hath commanded Moses in Mount Sinai, in the day of his commanding the sons of Israel to bring near their offerings to Jehovah, in the wilderness of Sinai."
3008001,3,8,1,"And Jehovah speaketh unto Moses, saying,"
3008002,3,8,2,"`Take Aaron and his sons with him, and the garments, and the anointing oil, and the bullock of the sin-offering, and the two rams, and the basket of unleavened things,"
3008003,3,8,3,and all the company assemble thou unto the opening of the tent of meeting.'
3008004,3,8,4,"And Moses doth as Jehovah hath commanded him, and the company is assembled unto the opening of the tent of meeting,"
3008005,3,8,5,"and Moses saith unto the company, `This `is' the thing which Jehovah hath commanded to do.'"
3008006,3,8,6,"And Moses bringeth near Aaron and his sons, and doth bathe them with water,"
3008007,3,8,7,"and doth put on him the coat, and doth gird him with the girdle, and doth clothe him with the upper robe, and doth put on him the ephod, and doth gird him with the girdle of the ephod, and doth bind `it' to him with it,"
3008008,3,8,8,"and doth put on him the breastplate, and doth put unto the breastplate the Lights and the Perfections,"
3008009,3,8,9,"and doth put the mitre on his head, and doth put on the mitre, over-against its front, the golden flower of the holy crown, as Jehovah hath commanded Moses."
3008010,3,8,10,"And Moses taketh the anointing oil, and anointeth the tabernacle, and all that `is' in it, and sanctifieth them;"
3008011,3,8,11,"and he sprinkleth of it on the altar seven times, and anointeth the altar, and all its vessels, and the laver, and its base, to sanctify them;"
3008012,3,8,12,"and he poureth of the anointing oil on the head of Aaron, and anointeth him to sanctify him."
3008013,3,8,13,"And Moses bringeth near the sons of Aaron, and doth clothe them `with' coats, and girdeth them `with' girdles, and bindeth for them turbans, as Jehovah hath commanded Moses."
3008014,3,8,14,"And he bringeth nigh the bullock of the sin-offering, and Aaron layeth -- his sons also -- their hands on the head of the bullock of the sin-offering,"
3008015,3,8,15,"and `one' slaughtereth, and Moses taketh the blood, and putteth on the horns of the altar round about with his finger, and cleanseth the altar, and the blood he hath poured out at the foundation of the altar, and sanctifieth it, to make atonement upon it."
3008016,3,8,16,"And he taketh all the fat that `is' on the inwards, and the redundance above the liver, and the two kidneys, and their fat, and Moses maketh Perfume on the altar,"
3008017,3,8,17,"and the bullock, and its skin, and its flesh, and its dung, he hath burnt with fire, at the outside of the camp, as Jehovah hath commanded Moses."
3008018,3,8,18,"And he bringeth near the ram of the burnt-offering, and Aaron and his sons lay their hands on the head of the ram,"
3008019,3,8,19,"and `one' slaughtereth, and Moses sprinkleth the blood on the altar round about;"
3008020,3,8,20,"and the ram he hath cut into its pieces, and Moses maketh perfume with the head, and the pieces, and the fat,"
3008021,3,8,21,"and the inwards and the legs he hath washed with water, and Moses maketh perfume with the whole ram on the altar; it `is' a burnt-offering, for sweet fragrance; it `is' a fire-offering to Jehovah, as Jehovah hath commanded Moses."
3008022,3,8,22,"And he bringeth near the second ram, a ram of the consecrations, and Aaron and his sons lay their hands on the head of the ram,"
3008023,3,8,23,"and `one' slaughtereth, and Moses taketh of its blood, and putteth on the tip of the right ear of Aaron, and on the thumb of his right hand, and on the great toe of his right foot;"
3008024,3,8,24,"and he bringeth near the sons of Aaron, and Moses putteth of the blood on the tip of their right ear, and on the thumb of their right hand, and on the great toe of their right foot. And Moses sprinkleth the blood on the altar round about,"
3008025,3,8,25,"and taketh the fat, and the fat tail, and all the fat that `is' on the inwards, and the redundance above the liver, and the two kidneys, and their fat, and the right leg;"
3008026,3,8,26,"and out of the basket of unleavened things, which `is' before Jehovah, he hath taken one unleavened cake, and one cake of oiled bread, and one thin cake, and putteth `them' on the fat, and on the right leg;"
3008027,3,8,27,"and putteth the whole on the hands of Aaron, and on the hands of his sons, and waveth them -- a wave-offering before Jehovah."
3008028,3,8,28,"And Moses taketh them from off their hands, and maketh perfume on the altar, on the burnt-offering, they `are' consecrations for sweet fragrance; it `is' a fire-offering to Jehovah;"
3008029,3,8,29,"and Moses taketh the breast, and waveth it -- a wave-offering before Jehovah; of the ram of the consecrations it hath been to Moses for a portion, as Jehovah hath commanded Moses."
3008030,3,8,30,"And Moses taketh of the anointing oil, and of the blood which `is' on the altar, and sprinkleth on Aaron, on his garments, and on his sons, and on the garments of his sons with him, and he sanctifieth Aaron, his garments, and his sons, and the garments of his sons with him."
3008031,3,8,31,"And Moses saith unto Aaron, and unto his sons, `Boil ye the flesh at the opening of the tent of meeting, and there ye do eat it and the bread which `is' in the basket of the consecrations, as I have commanded, saying, Aaron and his sons do eat it."
3008032,3,8,32,`And the remnant of the flesh and of the bread with fire ye burn;
3008033,3,8,33,"and from the opening of the tent of meeting ye go not out seven days, till the day of the fulness, the days of your consecration -- for seven days he doth consecrate your hand;"
3008034,3,8,34,"as he hath done on this day, Jehovah hath commanded to do, to make atonement for you;"
3008035,3,8,35,"and at the opening of the tent of meeting ye abide, by day and by night seven days, and ye have kept the charge of Jehovah, and die not, for so I have been commanded.'"
3008036,3,8,36,And Aaron doth -- his sons also -- all the things which Jehovah hath commanded by the hand of Moses.
3009001,3,9,1,"And it cometh to pass on the eighth day, Moses hath called for Aaron and for his sons, and for the elders of Israel,"
3009002,3,9,2,"and he saith unto Aaron, `Take to thyself a calf, a son of the herd, for a sin-offering, and a ram for a burnt-offering, perfect ones, and bring near before Jehovah."
3009003,3,9,3,"`And unto the sons of Israel thou dost speak, saying, Take ye a kid of the goats for a sin-offering, and a calf, and a lamb, sons of a year, perfect ones, for a burnt-offering,"
3009004,3,9,4,"and a bullock and a ram for peace-offerings, to sacrifice before Jehovah, and a present mixed with oil; for to-day Jehovah hath appeared unto you.'"
3009005,3,9,5,"And they take that which Moses hath commanded unto the front of the tent of meeting, and all the company draw near and stand before Jehovah;"
3009006,3,9,6,"and Moses saith, `This `is' the thing which Jehovah hath commanded; do `it', and the honour of Jehovah doth appear unto you.'"
3009007,3,9,7,"And Moses saith unto Aaron, `Draw near unto the altar, and make thy sin-offering, and thy burnt-offering, and make atonement for thyself, and for the people, and make the offering of the people, and make atonement for them, as Jehovah hath commanded.'"
3009008,3,9,8,"And Aaron draweth near unto the altar, and slaughtereth the calf of the sin-offering, which `is' for himself;"
3009009,3,9,9,"and the sons of Aaron bring the blood near unto him, and he dippeth his finger in the blood, and putteth `it' on the horns of the altar, and the blood he hath poured out at the foundation of the altar;"
3009010,3,9,10,"and the fat, and the kidneys, and the redundance of the liver, of the sin-offering, he hath made a perfume on the altar, as Jehovah hath commanded Moses;"
3009011,3,9,11,"and the flesh and the skin he hath burnt with fire, at the outside of the camp."
3009012,3,9,12,"And he slaughtereth the burnt-offering, and the sons of Aaron have presented unto him the blood, and he sprinkleth it on the altar round about;"
3009013,3,9,13,"and the burnt-offering they have presented unto him, by its pieces, and the head, and he maketh perfume on the altar;"
3009014,3,9,14,"and he washeth the inwards and the legs, and maketh perfume for the burnt-offering on the altar."
3009015,3,9,15,"And he bringeth near the offering of the people, and taketh the goat of the sin-offering which `is' for the people, and slaughtered it, and maketh it a sin-offering, like the first;"
3009016,3,9,16,"and he bringeth near the burnt-offering, and maketh it, according to the ordinance;"
3009017,3,9,17,"and he bringeth near the present, and filleth his palm with it, and maketh perfume on the altar, apart from the burnt-offering of the morning."
3009018,3,9,18,"And he slaughtereth the bullock and the ram, a sacrifice of the peace-offerings, which `are' for the people, and sons of Aaron present the blood unto him (and he sprinkleth it on the altar round about),"
3009019,3,9,19,"and the fat of the bullock, and of the ram, the fat tail, and the covering `of the inwards', and the kidneys, and the redundance above the liver,"
3009020,3,9,20,"and they set the fat on the breasts, and he maketh perfume with the fat on the altar;"
3009021,3,9,21,"and the breasts, and the right leg hath Aaron waved -- a wave-offering before Jehovah, as He hath commanded Moses."
3009022,3,9,22,"And Aaron lifteth up his hand towards the people, and blesseth them, and cometh down from making the sin-offering, and the burnt-offering, and the peace-offerings."
3009023,3,9,23,"And Moses goeth in -- Aaron also -- unto the tent of meeting, and they come out, and bless the people, and the honour of Jehovah appeareth unto all the people;"
3009024,3,9,24,"and fire cometh out from before Jehovah, and consumeth on the altar the burnt-offering, and the fat; and all the people see, and cry aloud, and fall on their faces."
3010001,3,10,1,"And the sons of Aaron, Nadab and Abihu, take each his censer, and put in them fire, and put on it perfume, and bring near before Jehovah strange fire, which He hath not commanded them;"
3010002,3,10,2,"and fire goeth out from before Jehovah, and consumeth them, and they die before Jehovah."
3010003,3,10,3,"And Moses saith unto Aaron, `It `is' that which Jehovah hath spoken, saying, By those drawing near to Me I am sanctified, and in the face of all the people I am honoured;' and Aaron is silent."
3010004,3,10,4,"And Moses calleth unto Mishael and unto Elzaphan, sons of Uzziel, uncle of Aaron, and saith unto them, `Come near, bear your brethren from the front of the sanctuary unto the outside of the camp;'"
3010005,3,10,5,"and they come near, and bear them in their coats unto the outside of the camp, as Moses hath spoken."
3010006,3,10,6,"And Moses saith unto Aaron, and to Eleazar, and to Ithamar his sons, `Your heads ye do not uncover, and your garments ye do not rend, that ye die not, and on all the company He be wroth; as to your brethren, the whole house of Israel, they bewail the burning which Jehovah hath kindled;"
3010007,3,10,7,"and from the opening of the tent of meeting ye do not go out, lest ye die, for the anointing oil of Jehovah `is' upon you;' and they do according to the word of Moses."
3010008,3,10,8,"And Jehovah speaketh unto Aaron, saying,"
3010009,3,10,9,"`Wine and strong drink thou dost not drink, thou, and thy sons with thee, in your going in unto the tent of meeting, and ye die not -- a statute age-during to your generations;"
3010010,3,10,10,"so as to make a separation between the holy and the common, and between the unclean and the pure;"
3010011,3,10,11,and to teach the sons of Israel all the statutes which Jehovah hath spoken unto them by the hand of Moses.'
3010012,3,10,12,"And Moses speaketh unto Aaron, and unto Eleazar, and unto Ithamar his sons, who are left, `Take ye the present that is left from the fire-offerings of Jehovah, and eat it unleavened near the altar, for it `is' most holy,"
3010013,3,10,13,"and ye have eaten it in the holy place, for it `is' thy portion, and the portion of thy sons, from the fire-offerings of Jehovah; for so I have been commanded."
3010014,3,10,14,"`And the breast of the wave-offering, and the leg of the heave-offering, ye do eat in a clean place, thou, and thy sons, and thy daughters with thee; for thy portion and the portion of thy sons they have been given, out of the sacrifices of peace-offerings of the sons of Israel;"
3010015,3,10,15,"the leg of the heave-offering, and breast of the wave-offering, besides fire-offerings of the fat, they do bring in to wave a wave-offering before Jehovah, and it hath been to thee, and to thy sons with thee, by a statute age-during, as Jehovah hath commanded.'"
3010016,3,10,16,"And the goat of the sin-offering hath Moses diligently sought, and lo, it is burnt, and he is wroth against Eleazar, and against Ithamar, sons of Aaron, who are left, saying,"
3010017,3,10,17,"`Wherefore have ye not eaten the sin-offering in the holy place, for it `is' most holy -- and it He hath given to you to take away the iniquity of the company, to make atonement for them before Jehovah?"
3010018,3,10,18,"lo, its blood hath not been brought in unto the holy place within; eating ye do eat it in the holy place, as I have commanded.'"
3010019,3,10,19,"And Aaron speaketh unto Moses, `Lo, to-day they have brought near their sin-offering and their burnt-offering before Jehovah; and `things' like these meet me, yet I have eaten a sin-offering to-day; is it good in the eyes of Jehovah?'"
3010020,3,10,20,"And Moses hearkeneth, and it is good in his eyes."
3011001,3,11,1,"And Jehovah speaketh unto Moses and unto Aaron, saying unto them,"
3011002,3,11,2,"`Speak unto the sons of Israel, saying, This `is' the beast which ye do eat out of all the beasts which `are' on the earth:"
3011003,3,11,3,"any dividing a hoof, and cleaving the cleft of the hoofs, bringing up the cud, among the beasts, it ye do eat."
3011004,3,11,4,"`Only, this ye do not eat -- of those bringing up the cud, and of those dividing the hoof -- the camel, though it is bringing up the cud, yet the hoof not dividing -- it `is' unclean to you;"
3011005,3,11,5,"and the rabbit, though it is bringing up the cud, yet the hoof it divideth not -- unclean it `is' to you;"
3011006,3,11,6,"and the hare, though it is bringing up the cud, yet the hoof hath not divided -- unclean it `is' to you;"
3011007,3,11,7,"and the sow, though it is dividing the hoof, and cleaving the cleft of the hoof, yet the cud it bringeth not up -- unclean it `is' to you."
3011008,3,11,8,"`Of their flesh ye do not eat, and against their carcase ye do not come -- unclean they `are' to you."
3011009,3,11,9,"`This ye do eat of all which `are' in the waters; any one that hath fins and scales in the waters, in the seas, and in the brooks, them ye do eat;"
3011010,3,11,10,"and any one that hath not fins and scales in the seas, and in the brooks, of any teeming creature of the waters, and of any creature which liveth, which `is' in the waters -- an abomination they `are' to you;"
3011011,3,11,11,"yea, an abomination they are to you; of their flesh ye do not eat, and their carcase ye abominate."
3011012,3,11,12,`Any one that hath not fins and scales in the waters -- an abomination it `is' to you.
3011013,3,11,13,"`And these ye do abominate of the fowl; they are not eaten, an abomination they `are': the eagle, and the ossifrage, and the ospray,"
3011014,3,11,14,"and the vulture, and the kite after its kind,"
3011015,3,11,15,"every raven after its kind,"
3011016,3,11,16,"and the owl, and the night-hawk, and the cuckoo, and the hawk after its kind,"
3011017,3,11,17,"and the little owl, and the cormorant, and the great owl,"
3011018,3,11,18,"and the swan, and the pelican, and the gier eagle,"
3011019,3,11,19,"and the stork, the heron after its kind, and the lapwing, and the bat."
3011020,3,11,20,"`Every teeming creature which is flying, which is going on four -- an abomination it `is' to you."
3011021,3,11,21,"`Only -- this ye do eat of any teeming thing which is flying, which is going on four, which hath legs above its feet, to move with them on the earth;"
3011022,3,11,22,"these of them ye do eat: the locust after its kind, and the bald locust after its kind, and the beetle after its kind, and the grasshopper after its kind;"
3011023,3,11,23,"and every teeming thing which is flying, which hath four feet -- an abomination it `is' to you."
3011024,3,11,24,"`And by these ye are made unclean, any one who is coming against their carcase is unclean till the evening;"
3011025,3,11,25,"and anyone who is lifting up `aught' of their carcase doth wash his garments, and hath been unclean till the evening: --"
3011026,3,11,26,"even every beast which is dividing the hoof, and is not cloven-footed, and the cud is not bringing up -- unclean they `are' to you; any one who is coming against them is unclean."
3011027,3,11,27,"`And any one going on its paws, among all the beasts which are going on four -- unclean they `are' to you; any one who is coming against their carcase is unclean until the evening;"
3011028,3,11,28,"and he who is lifting up their carcase doth wash his garments, and hath been unclean until the evening -- unclean they `are' to you."
3011029,3,11,29,"`And this `is' to you the unclean among the teeming things which are teeming on the earth: the weasel, and the mouse, and the tortoise after its kind,"
3011030,3,11,30,"and the ferret, and the chameleon, and the lizard, and the snail, and the mole;"
3011031,3,11,31,these `are' the unclean to you among all which are teeming; any one who is coming against them in their death is unclean till the evening.
3011032,3,11,32,"`And anything on which any one of them falleth, in their death, is unclean, of any vessel of wood or garment or skin or sack, any vessel in which work is done is brought into water, and hath been unclean till the evening, then it hath been clean;"
3011033,3,11,33,"and any earthen vessel, into the midst of which `any' one of them falleth, all that `is' in its midst is unclean, and it ye do break."
3011034,3,11,34,"`Of all the food which is eaten, that on which cometh `such' water, is unclean, and all drink which is drunk in any `such' vessel is unclean;"
3011035,3,11,35,"and anything on which `any' of their carcase falleth is unclean (oven or double pots), it is broken down, unclean they `are', yea, unclean they are to you."
3011036,3,11,36,"`Only -- a fountain or pit, a collection of water, is clean, but that which is coming against their carcase is unclean;"
3011037,3,11,37,and when `any' of their carcase falleth on any sown seed which is sown -- it `is' clean;
3011038,3,11,38,"and when water is put on the seed, and `any' of its carcase hath fallen on it -- unclean it `is' to you."
3011039,3,11,39,"`And when any of the beasts which are to you for food dieth, he who is coming against its carcase is unclean till the evening;"
3011040,3,11,40,"and he who is eating of its carcase doth wash his garments, and hath been unclean till the evening; and he who is lifting up its carcase doth wash his garments, and hath been unclean till the evening."
3011041,3,11,41,"`And every teeming thing which is teeming on the earth is an abomination, it is not eaten;"
3011042,3,11,42,"any thing going on the belly, and any going on four, unto every multiplier of feet, to every teeming thing which is teeming on the earth -- ye do not eat them, for they `are' an abomination;"
3011043,3,11,43,"ye do not make yourselves abominable with any teeming thing which is teeming, nor do ye make yourselves unclean with them, so that ye have been unclean thereby."
3011044,3,11,44,"`For I `am' Jehovah your God, and ye have sanctified yourselves, and ye have been holy, for I `am' holy; and ye do not defile your persons with any teeming thing which is creeping on the earth;"
3011045,3,11,45,"for I `am' Jehovah who am bringing you up out of the land of Egypt to become your God; and ye have been holy, for I `am' holy."
3011046,3,11,46,"`This `is' a law of the beasts, and of the fowl, and of every living creature which is moving in the waters, and of every creature which is teeming on the earth,"
3011047,3,11,47,"to make separation between the unclean and the pure, and between the beast that is eaten, and the beast that is not eaten.'"
3012001,3,12,1,"And Jehovah speaketh unto Moses, saying,"
3012002,3,12,2,"`Speak unto the sons of Israel, saying, A woman when she giveth seed, and hath born a male, then she hath been unclean seven days, according to the days of separation for her sickness she is unclean;"
3012003,3,12,3,and in the eighth day is the flesh of his foreskin circumcised;
3012004,3,12,4,"and thirty and three days she doth abide in the blood of her cleansing; against any holy thing she doth not come, and unto the sanctuary she doth not go in, till the fulness of the days of her cleansing."
3012005,3,12,5,"`And if a female she bear, then she hath been unclean two weeks, as in her separation; and sixty and six days she doth abide for the blood of her cleansing."
3012006,3,12,6,"`And in the fulness of the days of her cleansing for son or for daughter she doth bring in a lamb, a son of a year, for a burnt-offering, and a young pigeon or a turtle-dove for a sin-offering, unto the opening of the tent of meeting, unto the priest;"
3012007,3,12,7,"and he hath brought it near before Jehovah, and hath made atonement for her, and she hath been cleansed from the fountain of her blood; this `is' the law of her who is bearing, in regard to a male or to a female."
3012008,3,12,8,"`And if her hand find not the sufficiency of a sheep, then she hath taken two turtle-doves, or two young pigeons, one for a burnt-offering, and one for a sin-offering, and the priest hath made atonement for her, and she hath been cleansed.'"
3013001,3,13,1,"And Jehovah speaketh unto Moses, and unto Aaron, saying,"
3013002,3,13,2,"`When a man hath in the skin of his flesh a rising, or scab, or bright spot, and it hath become in the skin of his flesh a leprous plague, then he hath been brought in unto Aaron the priest, or unto one of his sons the priests;"
3013003,3,13,3,"and the priest hath seen the plague in the skin of the flesh, and the hair in the plague hath turned white, and the appearance of the plague `is' deeper than the skin of his flesh -- it `is' a plague of leprosy, and the priest hath seen him, and hath pronounced him unclean."
3013004,3,13,4,"`And if the bright spot is white in the skin of his flesh, and its appearance is not deeper than the skin, and its hair hath not turned white, then hath the priest shut up `him who hath' the plague seven days."
3013005,3,13,5,"`And the priest hath seen him on the seventh day, and lo, the plague hath stood in his eyes, the plague hath not spread in the skin, and the priest hath shut him up a second seven days."
3013006,3,13,6,"`And the priest hath seen him on the second seventh day, and lo, the plague is become weak, and the plague hath not spread in the skin -- and the priest hath pronounced him clean, it `is' a scab, and he hath washed his garments, and hath been clean."
3013007,3,13,7,"`And if the scab spread greatly in the skin, after his being seen by the priest for his cleansing, then he hath been seen a second time by the priest;"
3013008,3,13,8,"and the priest hath seen, and lo, the scab hath spread in the skin, and the priest hath pronounced him unclean; it `is' leprosy."
3013009,3,13,9,"`When a plague of leprosy is in a man, then he hath been brought in unto the priest,"
3013010,3,13,10,"and the priest hath seen, and lo, a white rising in the skin, and it hath turned the hair white, and a quickening of raw flesh `is' in the rising, --"
3013011,3,13,11,"an old leprosy it `is' in the skin of his flesh, and the priest hath pronounced him unclean; he doth not shut him up, for he `is' unclean."
3013012,3,13,12,"`And if the leprosy break out greatly in the skin, and the leprosy hath covered all the skin of `him who hath' the plague, from his head even unto his feet, to all that appeareth to the eyes of the priest,"
3013013,3,13,13,"then hath the priest seen, and lo, the leprosy hath covered all his flesh, and he hath pronounced `him who hath' the plague clean; it hath all turned white; he `is' clean."
3013014,3,13,14,`And in the day of raw flesh being seen in him he is unclean;
3013015,3,13,15,"and the priest hath seen the raw flesh, and hath pronounced him unclean; the raw flesh is unclean, it `is' leprosy."
3013016,3,13,16,"Or when the raw flesh turneth back, and hath been turned to white, then he hath come in unto the priest,"
3013017,3,13,17,"and the priest hath seen him, and lo, the plague hath been turned to white, and the priest hath pronounced clean `him who hath' the plague; he `is' clean."
3013018,3,13,18,"`And when flesh hath in it, in its skin, an ulcer, and it hath been healed,"
3013019,3,13,19,"and there hath been in the place of the ulcer a white rising, or a bright white spot, very red, then it hath been seen by the priest,"
3013020,3,13,20,"and the priest hath seen, and lo, its appearance `is' lower than the skin, and its hair hath turned white, and the priest hath pronounced him unclean; it `is' a plague of leprosy -- in an ulcer it hath broken out."
3013021,3,13,21,"`And if the priest see it, and lo, there is no white hair in it, and it is not lower than the skin, and is become weak, then hath the priest shut him up seven days;"
3013022,3,13,22,"and if it spread greatly in the skin, then hath the priest pronounced him unclean, it `is' a plague;"
3013023,3,13,23,and if in its place the bright spot stay -- it hath not spread -- it `is' an inflammation of the ulcer; and the priest hath pronounced him clean.
3013024,3,13,24,"`Or when flesh hath in its skin a fiery burning, and the quickening of the burning, the bright white spot, hath been very red or white,"
3013025,3,13,25,"and the priest hath seen it, and lo, the hair hath turned white in the bright spot, and its appearance `is' deeper than the skin; leprosy it `is', in the burning it hath broken out, and the priest hath pronounced him unclean; it `is' a plague of leprosy."
3013026,3,13,26,"`And if the priest see it, and lo, there is no white hair on the bright spot, and it is not lower than the skin, and it is become weak, then the priest hath shut him up seven days;"
3013027,3,13,27,"and the priest hath seen him on the seventh day, if it spread greatly in the skin, then the priest hath pronounced him unclean; a plague of leprosy it `is'."
3013028,3,13,28,"`And if the bright spot stay in its place, it hath not spread in the skin, and is become weak; a rising of the burning it `is', and the priest hath pronounced him clean; for it `is' inflammation of the burning."
3013029,3,13,29,"`And when a man (or a woman) hath in him a plague in the head or in the beard,"
3013030,3,13,30,"then hath the priest seen the plague, and lo, its appearance is deeper than the skin, and in it a thin shining hair, and the priest hath pronounced him unclean; it `is' a scall -- it `is' a leprosy of the head or of the beard."
3013031,3,13,31,"`And when the priest seeth the plague of the scall, and lo, its appearance is not deeper than the skin, and there is no black hair in it, then hath the priest shut up `him who hath' the plague of the scall seven days."
3013032,3,13,32,"`And the priest hath seen the plague on the seventh day, and lo, the scall hath not spread, and a shining hair hath not been in it, and the appearance of the scall is not deeper than the skin,"
3013033,3,13,33,"then he hath shaved himself, but the scall he doth not shave; and the priest hath shut up `him who hath' the scall a second seven days."
3013034,3,13,34,"And the priest hath seen the scall on the seventh day, and lo, the scall hath not spread in the skin, and its appearance is not deeper than the skin, and the priest hath pronounced him clean, and he hath washed his garments, and hath been clean."
3013035,3,13,35,"`And if the scall spread greatly in the skin after his cleansing,"
3013036,3,13,36,"and the priest hath seen him, and lo, the scall hath spread in the skin, the priest seeketh not for the shining hair, he is unclean;"
3013037,3,13,37,"and if in his eyes the scall hath stayed, and black hair hath sprung up in it, the scall hath been healed -- he `is' clean -- and the priest hath pronounced him clean."
3013038,3,13,38,"`And when a man or woman hath in the skin of their flesh bright spots, white bright spots,"
3013039,3,13,39,"and the priest hath seen, and lo, in the skin of their flesh white weak bright spots, it `is' a freckled spot broken out in the skin; he `is' clean."
3013040,3,13,40,"`And when a man's head `is' polished, he `is' bald, he `is' clean;"
3013041,3,13,41,"and if from the corner of his face his head is polished, he `is' bald of the forehead; he `is' clean."
3013042,3,13,42,"`And when there is in the bald back of the head, or in the bald forehead, a very red white plague, it `is' a leprosy breaking out in the bald back of the head, or in the bald forehead;"
3013043,3,13,43,"and the priest hath seen him, and lo, the rising of the very red white plague in the bald back of the head, or in the bald forehead, `is' as the appearance of leprosy, in the skin of the flesh,"
3013044,3,13,44,"he `is' a leprous man, he `is' unclean; the priest doth pronounce him utterly unclean; his plague `is' in his head."
3013045,3,13,45,"`As to the leper in whom `is' the plague, his garments are rent, and his head is uncovered, and he covereth over the upper lip, and `Unclean! unclean!' he calleth;"
3013046,3,13,46,"all the days that the plague `is' in him he is unclean; he `is' unclean, alone he doth dwell, at the outside of the camp `is' his dwelling."
3013047,3,13,47,"`And when there is in any garment a plague of leprosy, -- in a garment of wool, or in a garment of linen,"
3013048,3,13,48,"or in the warp, or in the woof, of linen or of wool, or in a skin, or in any work of skin,"
3013049,3,13,49,"and the plague hath been very green or very red in the garment, or in the skin, or in the warp, or in the woof, or in any vessel of skin, it `is' a plague of leprosy, and it hath been shewn the priest."
3013050,3,13,50,"`And the priest hath seen the plague, and hath shut up `that which hath' the plague, seven days;"
3013051,3,13,51,"and he hath seen the plague on the seventh day, and the plague hath spread in the garment, or in the warp, or in the woof, or in the skin, of all that is made of skin for work; the plague `is' a fretting leprosy, it `is' unclean."
3013052,3,13,52,"`And he hath burnt the garment, or the warp, or the woof, in wool or in linen, or any vessel of skin in which the plague is; for it `is' a fretting leprosy; with fire it is burnt."
3013053,3,13,53,"`And if the priest see, and lo, the plague hath not spread in the garment, or in the warp, or in the woof, or in any vessel of skin,"
3013054,3,13,54,"then hath the priest commanded, and they have washed that in which the plague `is', and he hath shut it up a second seven days."
3013055,3,13,55,"And the priest hath seen `that which hath' the plague after it hath been washed, and lo, the plague hath not changed its aspect, and the plague hath not spread, -- it `is' unclean; with fire thou dost burn it; it `is' a fretting in its back-part or in its front-part."
3013056,3,13,56,"`And if the priest hath seen, and lo, the plague `is' become weak after it hath been washed, then he hath rent it out of the garment, or out of the skin, or out of the warp, or out of the woof;"
3013057,3,13,57,"and if it still be seen in the garment, or in the warp, or in the woof, or in any vessel of skin, it `is' a fretting; with fire thou dost burn it -- that in which the plague `is'."
3013058,3,13,58,"`And the garment, or the warp, or the woof, or any vessel of skin which thou dost wash when the plague hath turned aside from them, then it hath been washed a second time, and hath been clean."
3013059,3,13,59,"`This `is' the law of a plague of leprosy `in' a garment of wool or of linen, or of the warp or of the woof, or of any vessel of skin, to pronounce it clean or to pronounce it unclean.'"
3014001,3,14,1,"And Jehovah speaketh unto Moses, saying,"
3014002,3,14,2,"`This is a law of the leper, in the day of his cleansing, that he hath been brought in unto the priest,"
3014003,3,14,3,"and the priest hath gone out unto the outside of the camp, and the priest hath seen, and lo, the plague of leprosy hath ceased from the leper,"
3014004,3,14,4,"and the priest hath commanded, and he hath taken for him who is to be cleansed, two clean living birds, and cedar wood, and scarlet, and hyssop."
3014005,3,14,5,"`And the priest hath commanded, and he hath slaughtered the one bird upon an earthen vessel, over running water;"
